Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (Â°C),Maximum Temperature (Â°C),Minimum Temperature (Â°C),sid,lat,long
Admiralty,2015,1,1,0,0,0,0,25.8,27.2,24.7,11.5,32.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,2,0,0,0,0,26.6,29.5,24.7,13.9,38.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,3,0,0,0,0,26.8,30.3,24.2,13.2,36.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,4,0,0,0,0,27.1,31.1,24.6,12.1,34.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,5,0,0,0,0,27.5,31.8,24.5,9.9,30.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,6,41.8,23.6,27.8,29.4,26.7,32.2,24.3,8.8,36.7,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,7,7.8,5.4,5.8,6.6,26,30.7,24.8,8.1,27.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,8,6.4,1.8,2.8,4.4,25.8,30,24.3,8,33.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,9,0.6,0.2,0.2,0.2,24.6,26.2,23.7,9.9,29.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,10,1.6,1.6,1.6,1.6,25.9,32.8,23.5,9.9,27.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,11,0.4,0.4,0.4,0.4,26.5,29.8,24.6,11.2,35.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,12,0,0,0,0,27.3,30.6,25.3,16.4,41.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,13,0,0,0,0,27.1,31.2,24.6,15.9,41.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,14,0,0,0,0,27,30.9,24.6,16,44.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,15,0,0,0,0,27,31,24.7,15.5,42.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,16,0,0,0,0,26.4,30.4,23.6,13.8,39.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,17,0,0,0,0,26.5,30.9,23.5,14.1,37.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,18,0,0,0,0,26.4,30.1,24,15,42.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,19,0,0,0,0,26.3,30.5,23.7,14.6,38.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,20,0,0,0,0,26.2,29.9,23.6,14.4,41,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,21,16,12.8,15.6,15.8,26.1,30.2,24.2,12.8,40.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,22,0,0,0,0,26.4,29.3,24.3,14.5,40.7,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,23,0,0,0,0,26.1,29.4,23.7,14.7,44.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,24,0,0,0,0,26.2,29.9,24.4,12.7,37.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,25,0,0,0,0,26.2,29.8,24,12.9,36.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,26,0,0,0,0,26.5,30.5,24.2,13.5,37.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,27,0,0,0,0,26.8,30.8,23.9,13.2,34.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,28,1.8,1.6,1.6,1.8,26.5,31.8,23.5,10.6,32.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,29,0,0,0,0,26.2,28.9,24.5,13.1,31.7,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,30,0,0,0,0,26.5,30.1,24.5,12.9,39.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,1,31,0,0,0,0,26.9,31.3,24.6,15.7,43.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,1,0,0,0,0,26.2,30.4,23.4,13.9,48.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,2,0,0,0,0,25.9,28.4,23.9,10.9,41.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,3,0,0,0,0,25.8,28.8,24,12.3,34.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,4,7,5.2,6.4,7,25.1,27.1,23.1,11.5,34.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,5,0,0,0,0,26.3,29.8,24.5,16.5,50.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,6,14,6.6,7.2,10.6,25.7,29.3,23.6,14.8,48.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,7,0,0,0,0,26,29.3,24,15.5,48.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,8,0,0,0,0,25.9,29.4,23.5,15.9,42.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,9,0,0,0,0,26.2,29.7,24.3,17.2,50.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,10,0,0,0,0,—,—,—,—,—,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,11,0,0,0,0,—,—,—,—,—,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,12,0,0,0,0,—,—,—,—,—,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,13,0,0,0,0,—,—,—,13.7,—,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,14,0,0,0,0,26.1,30.2,23.3,14,37.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,15,0,0,0,0,26.7,32.2,23.5,12.9,33.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,16,0,0,0,0,27.1,32,23.9,14.7,39.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,17,0,0,0,0,27,31.3,24.5,15.6,38.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,18,0,0,0,0,27.2,31.8,23.9,12.5,40.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,19,1.4,0.8,1,1,26.4,31.7,23.4,13.3,42.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,20,0,0,0,0,27,31.6,24.5,14.7,37.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,21,0,0,0,0,26.8,31.4,24.1,13.6,34.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,22,0,0,0,0,26.7,31.1,24,13.5,37.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,23,42.6,19.4,30.2,42.6,26.8,34.1,23.6,10.4,38.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,24,0.2,0.2,0.2,0.2,26.9,29.6,24.7,12.9,35.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,25,0,0,0,0,27.3,32.7,24.7,11.7,38.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,26,0,0,0,0,27,30.8,24.6,12.3,33.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,27,0,0,0,0,27.4,32.3,24.4,14.5,40.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,2,28,0,0,0,0,27.8,32.8,24.7,14.4,38.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,1,0,0,0,0,28,32.8,25,12.6,38.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,2,0,0,0,0,27.5,32.3,24.8,10.7,41.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,3,0,0,0,0,27.8,32.1,25.3,10.7,36.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,4,0.2,0.2,0.2,0.2,27.5,33.5,25.5,10.2,34.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,5,0,0,0,0,27.6,33.2,24.6,10.6,34.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,6,0,0,0,0,27.7,32.5,24.4,9.4,29.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,7,0,0,0,0,28,32.4,25,13,36,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,8,0,0,0,0,27.8,33.5,25.3,8.8,36.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,9,3.2,2.4,2.4,3,27.1,31.3,25.1,11.5,43.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,10,0,0,0,0,27.5,31.9,24.4,11.6,46.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,11,8.4,2.8,3.2,4.6,25.4,26.9,24.3,10.1,34.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,12,0,0,0,0,27.1,30.9,24.9,10.8,36.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,13,0,0,0,0,27.2,32.2,24.4,12.2,33.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,14,0,0,0,0,27.4,32.9,24.4,10.9,30.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,15,0,0,0,0,27.4,31,24.9,11.6,31,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,16,1.6,0.8,1.6,1.6,27.3,33.9,25.6,8.5,31,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,17,2.6,1.6,2.6,2.6,28,33.3,25.5,11,27.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,18,0,0,0,0,28.3,34.5,25.9,11.7,35.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,19,26.6,19.6,25,26.6,28,33.9,26.2,10.7,33.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,20,0.2,0.2,0.2,0.2,28.3,33.1,24.7,8.5,38.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,21,16.4,15.2,16.2,16.4,27.9,35,24.9,8.6,45.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,22,37.4,21.8,32.6,37.4,26.9,32.6,23.1,8.3,57.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,23,0,0,0,0,28,33.9,25.2,11.1,33.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,24,0,0,0,0,27.9,31,25.9,12.8,35.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,25,0,0,0,0,28.4,32.7,26.1,15.8,45.7,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,26,0,0,0,0,28.4,31.9,26.1,15.7,46.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,27,0,0,0,0,28.4,32.2,26,14.7,42.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,28,3,2.8,3,3,27.6,30.2,26.2,11.7,42.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,29,4.8,2.6,2.8,4.6,26.7,29.6,25,8.8,42.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,30,0,0,0,0,28.2,32.5,25.6,11.8,36,,,,,,,S104,1.4439,103.7854
Admiralty,2015,3,31,34.2,20.2,20.6,21.8,27.3,32.9,24.8,7.4,38.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,1,8.2,7.2,7.6,8.2,26.8,32.3,24.8,5.8,29.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,2,26.4,24,26.2,26.4,26.6,32.2,23.9,6.5,40.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,3,38,33.8,37.8,38,27.5,31.4,22.3,5.3,45.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,4,64.4,26.8,42.6,60,27.9,34,24.8,7.1,35.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,5,5,2,2.2,2.8,27.3,30.4,24.6,5.5,24.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,6,0,0,0,0,28.4,34.8,26.2,7.3,29.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,7,0.6,0.6,0.6,0.6,28.5,32.5,26.1,10.8,33.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,8,0,0,0,0,28.9,33.3,25.9,11.5,32.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,9,0,0,0,0,28.6,32,26.2,12.7,37.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,10,0,0,0,0,29,33,26.7,12.4,36.7,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,11,34,24.4,33.6,34,27.2,31.8,22.8,7,28.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,12,16.4,13.2,15.2,16.4,27.3,33.1,24,7.7,39.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,13,0,0,0,0,28.7,33.4,25.8,11,35.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,14,0,0,0,0,28.7,33.4,25.7,11.8,36,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,15,0,0,0,0,28.6,32.2,26,11.8,32,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,16,0,0,0,0,29,32.8,26.6,13.2,36.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,17,0,0,0,0,29,32.9,26.3,11.3,32,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,18,0,0,0,0,29.2,33.5,26.9,7.1,31.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,19,0.8,0.8,0.8,0.8,28,34.2,25.3,6.8,37.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,20,1,1,1,1,28,33.8,25.7,5.5,28.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,21,1,0.8,0.8,0.8,27.6,34.4,24.4,7.2,43.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,22,14.4,7.4,13.8,14.4,27.6,32.7,24.7,6.7,38.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,23,0,0,0,0,27.8,33.5,25.8,5.8,41.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,24,15.6,13.8,13.8,15.6,27.2,33.6,24.3,6.3,55.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,25,23.6,16.2,17.2,22,26.9,31.6,23.7,7.5,42.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,26,18,16.8,17,17,27.5,31.8,24.5,8.3,41.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,27,0.6,0.4,0.6,0.6,27.3,32.1,25.4,5.3,36,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,28,20,9.4,11,17.2,27.7,33.8,24.5,6.4,34.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,29,0,0,0,0,28.1,33.5,25.5,6.1,26.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,4,30,31.4,29.4,29.8,29.8,27.3,31.8,23,6.6,63.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,1,0.2,0.2,0.2,0.2,27.6,31.7,25.5,5.1,28.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,2,7.6,7.2,7.4,7.6,27.7,29.8,25.2,6.6,32.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,3,87.2,28.2,50.4,80.8,26.8,29.5,23.6,5.7,38.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,4,0,0,0,0,27.4,32.6,25.1,5.2,34.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,5,0,0,0,0,28.5,33.5,25.1,5.8,24.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,6,0,0,0,0,28.8,33.8,26.5,6.3,25.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,7,8,6,8,8,28.3,31.6,26.5,6.3,30.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,8,4.4,3.4,3.6,3.6,28.3,31.4,26.5,6.1,34.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,9,0,0,0,0,29.2,33.1,26.2,6.5,30.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,10,0,0,0,0,29.2,33.8,27.4,6.9,26.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,11,0,0,0,0,29.9,33.4,27.3,9.3,27,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,12,18,12.2,17.8,17.8,28.9,32.1,25.3,7,36,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,13,8.8,3.6,4.2,4.4,28,31.1,26,5.9,33.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,14,1.2,1,1,1.2,28.2,33.5,25.2,6.7,36,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,15,0.4,0.2,0.2,0.2,27,29.7,26,4.3,27,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,16,13.6,13.2,13.6,13.6,28,31.9,25.8,4.8,28.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,17,8,6.6,7.4,8,28.5,33.9,25.8,6.2,34.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,18,33,26.4,29.8,32.6,27.9,31.7,25.2,4.7,33.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,19,2.2,1.8,2,2,28.6,34,26.2,5.5,29.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,20,38,19.6,21.4,23.2,27.5,31.7,25.4,6,37.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,21,0.4,0.2,0.2,0.4,28.9,33.3,25.7,6.3,26.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,22,0.8,0.8,0.8,0.8,28.8,32.7,27.1,5.6,30.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,23,5,1.6,2.6,4,26.8,28.3,25.2,6.1,30.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,24,0,0,0,0,28.9,33.4,26.3,5.8,23.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,25,18.4,11.8,17.4,18.4,27.9,31.7,25.9,5,23,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,26,5.8,5.4,5.4,5.4,27.8,32.9,24.9,6.6,28.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,27,0,0,0,0,28.2,32.6,24.9,6,30.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,28,0,0,0,0,28.9,32.4,26.1,5.5,20.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,29,0.4,0.4,0.4,0.4,29.8,33.4,27,6.8,31,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,30,0,0,0,0,30,34.3,27.2,8.8,34.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,5,31,0,0,0,0,29.1,33.1,26.1,5.5,32.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,1,0,0,0,0,28.9,34.2,26,5.6,22.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,2,5.2,5.2,5.2,5.2,28.6,35.1,25.4,8.2,36.7,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,3,0,0,0,0,28.8,33.1,25,6.4,21.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,4,0.6,0.6,0.6,0.6,28.8,33.5,26.4,6.6,24.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,5,0,0,0,0,28.4,34.8,25.8,4.8,28.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,6,6.6,4.8,6.6,6.6,27.5,32.3,25.1,5.2,37.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,7,2.8,1,1.8,2.4,27.7,30.8,25.7,4.3,19.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,8,0,0,0,0,28.3,31,26.1,5.3,28.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,9,0,0,0,0,27.5,29.8,25.8,8.3,31.7,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,10,0.2,0.2,0.2,0.2,29,32.4,26.8,6,23.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,11,5.4,5.4,5.4,5.4,27.9,32.6,25.3,5.5,40,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,12,11.8,7.2,8.6,9,26.4,28.7,24.4,5.1,47.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,13,0,0,0,0,28,31.7,25.8,6.2,20.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,14,10.4,6.8,8.2,10.2,26.3,28.1,24.2,8.2,42.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,15,0,0,0,0,27.9,31.1,25.7,4.7,28.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,16,13.4,11.6,12.4,12.4,26.9,29.7,23.4,4.9,40,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,17,5.6,4.2,4.2,5.6,27.5,30.7,25.2,5.2,32,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,18,0,0,0,0,29.2,32.9,26.6,6.2,22.7,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,19,0,0,0,0,29.2,32,27.1,6.9,28.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,20,0,0,0,0,29.7,33.2,27.3,6.9,27,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,21,0,0,0,0,30,33.8,27.9,6.9,27.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,22,0,0,0,0,30.1,33.5,27.7,7,25.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,23,0,0,0,0,29.9,33.3,27.9,7.4,30.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,24,0,0,0,0,29.8,32.9,27.6,7.6,32.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,25,0,0,0,0,29.7,32.6,27.6,7.4,26.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,26,0,0,0,0,29.7,33.1,27.6,8.1,26.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,27,0,0,0,0,29.9,33.4,27.3,7.5,25.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,28,0,0,0,0,29.9,33.2,27.8,7.7,29.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,29,0,0,0,0,30,33.8,27.2,6.3,25.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,6,30,0,0,0,0,30.1,34,26.8,6.4,23.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,1,0.2,0.2,0.2,0.2,28.2,30,24.1,6,43.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,2,4,4,4,4,28.9,32.2,26.7,5.8,31,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,3,0,0,0,0,29.2,32.4,27.1,7.3,28.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,4,16.2,12,14,15.8,27.4,29.1,23.5,6.9,54,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,5,0,0,0,0,29.4,33.6,26.7,7,28.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,6,0,0,0,0,29.3,32.2,27.3,7.4,28.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,7,0,0,0,0,29.3,31.9,27.5,7.2,25.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,8,4.4,4.4,4.4,4.4,28.5,32.3,23.8,6.2,58,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,9,0,0,0,0,29.2,32.4,26.6,7.2,40.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,10,0.6,0.4,0.4,0.6,28.9,31.2,25.5,7.1,37.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,11,0.2,0.2,0.2,0.2,29.3,32.8,26.5,6.4,31.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,12,0,0,0,0,29.4,33.2,27.3,7.5,26.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,13,0,0,0,0,29.2,31.5,27.8,7.7,27,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,14,27.6,20.6,27,27.4,28.2,32.1,22.8,7.9,55.1,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,15,0,0,0,0,29.2,32.5,27.3,5.9,21.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,16,0.2,0.2,0.2,0.2,28.9,32.6,27.2,6.9,36.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,17,16.4,10,10.2,10.2,28.2,31.7,24.8,7.2,45.7,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,18,6.4,4.8,6,6.2,29.3,32.8,26.7,8.5,34.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,19,0,0,0,0,29.6,32.8,27.4,6.8,29.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,20,0,0,0,0,29.5,33.2,27.3,7.5,36,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,21,4,3.6,3.8,4,29,33.9,26.3,7.7,32,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,22,0,0,0,0,29.5,33.7,26.2,10.3,32.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,23,0,0,0,0,29,32.8,27.6,9.6,31,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,24,0.4,0.2,0.2,0.2,28.5,33.5,25.3,8,43.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,25,0,0,0,0,29.6,34.1,25.7,7.1,28.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,26,13.4,9.8,9.8,9.8,28.3,32,24.8,6.8,52.9,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,27,0,0,0,0,28.4,31.8,25.2,7,37.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,28,40.4,25,34,34.2,28,31.3,24,8.7,37.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,29,0,0,0,0,29,32.6,26.9,10.4,33.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,30,2.6,2.6,2.6,2.6,28,32.8,25.8,5.3,31.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,7,31,39.2,28.4,36,38.8,26.5,32.1,23.2,5.5,39.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,1,1.6,0.6,0.8,1,26.7,30.3,23.5,7.5,26.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,2,0,0,0,0,28.9,33.1,25.6,6.3,29.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,3,6.2,2.4,3.6,4.4,26.3,28.5,23.9,6.4,35.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,4,10.8,4.2,6.8,9.4,27.1,30.8,24.1,5.5,26.3,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,5,0,0,0,0,28.4,32,26.6,6.2,25.6,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,6,15,10,14.2,14.8,26.9,30.3,24.4,5.9,42.5,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,7,7,6.8,7,7,27,30,24.2,5.1,37.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,8,0.2,0.2,0.2,0.2,28,31.3,25.1,5.7,23.8,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,9,10.4,9,10,10.2,27.3,30.8,23.2,7.3,63.4,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,10,0,0,0,0,28.9,31.9,26.6,8.6,34.2,,,,,,,S104,1.4439,103.7854
Admiralty,2015,8,11,12.4,7.4,7.6,7.6,27.9,31.8,26.1,6.4,43.9,,,,,,,S104,1.4439,103.7854
