Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (Â°C),Maximum Temperature (Â°C),Minimum Temperature (Â°C),sid,lat,long
East Coast Parkway,2017,11,26,0,0,0,0,27.8,30.4,27,10.8,34.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,11,27,2.8,0.8,1.4,2.2,26.7,27.8,25.5,10.8,27.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,11,28,0.4,0.2,0.2,0.2,27.9,31,26,11.9,34.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,11,29,7.2,5.4,5.4,6.4,27.8,30.9,25.8,14.4,39.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,11,30,0,0,0,0,28.8,31.7,26.7,15.1,44.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,1,0,0,0,0,28.5,32.2,26.6,12.2,39.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,2,0,0,0,0,28.8,32.2,26.4,10.8,35.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,3,0.4,0.4,0.4,0.4,28.8,30.4,27.2,10.4,36.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,4,0.6,0.4,0.6,0.6,28.1,30.8,26.7,8.3,29.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,5,0.2,0.2,0.2,0.2,28.5,31.2,26.9,9.7,42.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,6,0,0,0,0,28.4,30.1,26.5,9.7,41.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,7,8.4,6.8,7.4,8,27.7,31.1,25.2,8.3,35.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,8,0,0,0,0,27.9,30,26.5,10.8,33.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,9,0.2,0.2,0.2,0.2,26.9,28.1,25.4,11.2,33.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,10,31.8,17.8,27.4,31.8,28,31.8,25.8,11.2,45,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,11,7.2,4.4,5,5.2,27.7,30.9,26.3,9.7,40,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,12,32,12.6,16.4,17.6,26.7,30.7,24.6,8.3,50,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,13,64.4,42.4,57.4,62.4,26.9,31.4,24.1,8.6,42.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,14,2.4,2,2.2,2.2,27.6,31.8,25.4,9,36.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,15,37.2,29.6,36.8,37.2,27.5,31.2,23.6,9.4,35.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,16,0,0,0,0,28.1,31,26,11.2,40.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,17,0,0,0,0,28.2,31.7,26.2,13.7,52.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,18,0.4,0.4,0.4,0.4,28,30.2,26.2,16.2,52.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,19,1.4,1.4,1.4,1.4,27,30.2,25.3,15.1,51.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,20,0.2,0.2,0.2,0.2,27.5,30.2,25.8,14,46.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,21,0,0,0,0,28.1,30.9,26.2,12.2,39.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,22,49.8,37.2,48,49.6,27.8,31.9,24.3,11.2,32.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,23,3.4,2,2.6,2.8,27.9,31.1,24.9,13,34.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,24,0,0,0,0,27.2,28.6,26.5,11.9,36,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,25,26.8,19.2,20.2,20.2,27.2,30.5,24.3,9.7,35.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,26,4.6,3.2,4.4,4.4,27.1,30.5,24.5,9.4,30.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,27,21.2,7,11,11.4,26.7,30.6,24.6,9,37.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,28,9.2,9.2,9.2,9.2,27.6,31.1,25.3,11.2,45,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,29,0,0,0,0,28.2,30.5,26.4,13.3,48.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,30,8.4,3.2,3.2,4,27.4,29.5,25.9,13.3,53.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2017,12,31,42,10.6,11.6,14,25.8,26.8,24.2,9.7,41,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,1,15.8,5,7.8,8.4,25.5,27.1,24.2,8.6,33.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,2,0.2,0.2,0.2,0.2,26.4,27.8,25.1,10.4,33.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,3,20,8.4,12.8,20,26.9,30.4,25.2,9.4,40.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,4,0.2,0.2,0.2,0.2,26.8,28.3,25.8,11.2,37.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,5,1.2,1,1,1.2,26.6,28.3,24.8,8.3,32.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,6,0,0,0,0,27.2,29.2,25.3,9.7,24.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,7,0,0,0,0,27.2,29.1,26.1,10.8,32.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,8,34,21.8,32.6,33.8,27.2,29.9,24.2,9.4,33.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,9,2.6,2.6,2.6,2.6,27.5,31.1,25.6,10.1,54.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,10,23,2.8,4.8,7.4,25.5,27.4,23.6,9.7,26.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,11,9.2,0.8,1.2,2.2,24.3,26.1,22.6,14.8,41,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,12,6.6,0.6,1.2,2,23.5,24.5,22.6,15.1,38.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,13,30.2,3.4,5.6,10.6,23.4,24.3,22.8,12.6,41.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,14,5.6,0.8,1.4,2.2,24,25.6,22.1,12.2,34.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,15,0.8,0.4,0.6,0.6,25.7,28.4,23.3,11.5,34.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,16,0,0,0,0,26.7,29.3,24.4,10.8,31.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,17,0,0,0,0,27.5,30.9,25.5,13.3,44.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,18,0,0,0,0,27.5,30.4,25.3,13.7,45,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,19,0.2,0.2,0.2,0.2,27.4,31.3,25.4,10.4,40.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,20,3.6,3.2,3.6,3.6,26.8,28.8,25.4,7.9,35.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,21,0,0,0,0,27.2,30,25.6,10.8,35.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,22,0,0,0,0,27.7,32.1,25.9,9.4,31.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,23,12.6,9.8,10.2,12,27,30.1,25.2,9,47.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,24,1.4,0.4,0.6,1,27,30.4,25,9.4,40.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,25,0.2,0.2,0.2,0.2,27.2,30.5,25.3,9.7,36.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,26,7.6,4.8,6.6,7.6,26.9,29.8,25.2,9.4,36.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,27,0.8,0.8,0.8,0.8,27.6,32.1,25.8,9.7,46.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,28,27.2,16.6,27.2,27.2,27,31.4,24,9.4,44.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,29,0,0,0,0,27.7,32.4,25.5,11.2,35.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,30,2,1.2,1.8,2,27.6,31.8,24.3,10.8,35.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,1,31,36,15,29.4,35.6,27.4,32,23.3,12.2,59,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,1,0,0,0,0,28.4,31.7,26.6,14.4,50.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,2,6.4,1.2,2,4,26.1,27.3,24.5,13,42.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,3,0,0,0,0,27.5,29.9,25.7,16.6,62.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,4,2.2,2.2,2.2,2.2,27.2,29.2,25.9,15.8,53.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,5,0,0,0,0,27.3,29.7,25.9,16.6,50.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,6,0,0,0,0,26.9,29.6,25.1,15.8,48.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,7,0,0,0,0,26.4,28.3,25.3,15.5,50,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,8,0,0,0,0,26.7,29.5,25,16.6,45.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,9,0,0,0,0,26.7,29.5,24.6,15.8,47.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,10,0,0,0,0,26.6,29.7,24.3,15.5,46.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,11,0,0,0,0,27.2,30.5,25.1,15.5,49,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,12,0,0,0,0,27.4,30.4,25.5,18,53.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,13,0,0,0,0,27.4,30.9,25.3,14.8,48.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,14,0.6,0.6,0.6,0.6,27.1,30,25.1,15.5,52.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,15,0.4,0.2,0.2,0.2,27.6,31.2,25.6,11.5,40.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,16,0,0,0,0,27.2,29.6,25.6,10.4,28.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,17,0,0,0,0,27.4,30.2,25.6,13.3,35.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,18,0,0,0,0,27.8,31.5,25.7,11.5,39.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,19,0,0,0,0,27.7,31.4,25.5,13.3,36.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,20,0,0,0,0,28,31.4,25.9,11.9,35.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,21,0,0,0,0,28.2,31.2,26.1,14,46.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,22,0,0,0,0,28.3,32.2,26.2,13.7,41,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,23,1.8,1.8,1.8,1.8,28,31.7,26.3,11.5,40,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,24,0,0,0,0,26.7,28.3,25.4,12.2,43.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,25,0,0,0,0,27.6,30.1,25.8,12.6,42.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,26,0,0,0,0,27.8,30.1,26.4,15.1,46.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,27,0,0,0,0,27.8,30.6,25.9,14.8,43.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,2,28,0.2,0.2,0.2,0.2,28.4,32.1,26.4,13.3,40,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,1,0,0,0,0,28.4,31.3,26.3,11.9,41.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,2,0,0,0,0,27.9,30.5,26.5,10.4,32.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,3,0,0,0,0,28.5,31.6,26.5,11.9,34.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,4,0,0,0,0,28.2,30.5,26.5,10.8,33.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,5,0,0,0,0,28.8,32.2,26.9,12.6,36,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,6,0,0,0,0,28.2,30.4,26.5,11.5,34.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,7,2.4,2,2.2,2.4,27.1,28.6,25.1,11.5,43.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,8,0.4,0.2,0.2,0.4,27.2,29.2,25.9,11.9,37.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,9,0.2,0.2,0.2,0.2,28.6,31.4,25.9,14.4,41,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,10,7.6,3.2,3.4,3.4,27.9,29.8,24.9,16.2,48.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,11,0,0,0,0,28.3,30.5,26.6,14.4,47.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,12,0,0,0,0,28.3,30.9,26.6,13.7,47.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,13,0,0,0,0,28.5,31.7,26.6,14,47.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,14,0,0,0,0,28.7,32.2,26.4,11.2,38.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,15,0,0,0,0,28.3,30,26.5,11.9,38.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,16,2.2,2.2,2.2,2.2,28.5,31.8,26.9,11.9,41.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,17,0,0,0,0,28.6,32.2,26.6,10.8,31.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,18,0,0,0,0,28.9,32.1,27,12.6,37.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,19,0,0,0,0,28.9,32.4,26.7,11.5,33.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,20,0,0,0,0,28.4,30.4,26.9,12.6,36.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,21,0,0,0,0,28.3,30,27.2,9.4,38.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,22,0,0,0,0,29.1,32.3,26.8,14,40,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,23,0,0,0,0,28.8,31.5,26.9,12.6,41.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,24,0,0,0,0,28.6,31.4,26.5,12.2,44.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,25,1.4,0.6,0.6,0.8,27.6,29.7,25.6,9.7,33.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,26,0,0,0,0,28.8,31.7,27,10.8,38.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,27,7.4,1.4,2.2,3.8,26.1,28.3,24.6,13,55.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,28,0.8,0.6,0.8,0.8,27.1,29.6,25.4,10.1,32.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,29,0,0,0,0,27.2,29.1,26.1,9,29.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,30,0.6,0.6,0.6,0.6,27.6,30.5,25.3,9.4,43.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,3,31,0,0,0,0,28.3,31.4,26.4,10.8,39.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,1,1.6,1.4,1.4,1.6,28.3,31.6,25.5,11.9,43.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,2,0,0,0,0,28.9,32.2,26.8,11.2,40.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,3,0,0,0,0,28.9,32.1,27,11.2,35.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,4,0,0,0,0,28.3,30.9,26.9,13.3,31,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,5,0,0,0,0,28.6,31.1,26.7,11.9,31,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,6,0,0,0,0,28.6,31.4,26.9,11.2,33.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,7,5.4,4.8,5.2,5.2,28.4,31.6,27,11.2,39.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,8,0,0,0,0,29.1,31.7,27.4,13.7,50.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,9,0,0,0,0,29.3,31.9,27.5,13.7,39.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,10,0,0,0,0,28.5,30,27,11.9,36.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,11,0,0,0,0,29,30.9,27.5,12.2,31.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,12,0.8,0.4,0.6,0.6,29.6,32.6,27.6,10.8,37.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,13,0,0,0,0,29.6,32.1,27.8,12.2,38.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,14,1.2,1,1,1,28.2,30.2,26.3,9,34.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,15,24.6,15,18.6,19.2,27.6,30.9,24.6,10.1,33.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,16,0.6,0.4,0.4,0.6,27.2,28.3,26.4,9.4,29.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,17,0,0,0,0,29.1,32.2,26.7,10.8,41.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,18,0,0,0,0,29.2,32.1,27.3,11.2,43.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,19,0,0,0,0,28.6,31.6,27.4,10.4,34.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,20,0,0,0,0,28.5,31.8,27.1,11.5,33.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,21,0.2,0.2,0.2,0.2,28.2,31,26.8,10.1,30.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,22,0,0,0,0,28.7,30.8,27.2,10.8,38.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,23,5.8,2.8,3,3,28.1,30.8,25.6,9,33.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,24,0.4,0.2,0.2,0.4,28.7,31.3,26.6,12.6,26.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,25,0,0,0,0,30.1,33.5,27.5,11.2,27,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,26,0.4,0.4,0.4,0.4,28.9,30.5,26.5,9.7,30.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,27,15.2,11.6,12.4,13.2,27.2,29.2,24.5,8.3,46.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,28,0,0,0,0,28.3,30.4,25.9,9.7,33.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,29,0,0,0,0,29.9,31.7,28.4,12.2,39.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,4,30,12,10,11.8,12,29.1,30.8,25.4,13.7,53.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,1,0,0,0,0,28,29.7,27,10.1,37.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,2,0.4,0.2,0.2,0.4,28.5,30.9,26.6,9,40,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,3,19.8,19.2,19.8,19.8,28.5,30.6,23.9,9.4,41.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,4,0,0,0,0,29.3,31.1,26.8,10.1,29.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,5,0.8,0.8,0.8,0.8,29.2,30.6,26.6,9.7,38.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,6,0,0,0,0,29.9,31.6,29.1,10.8,32.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,7,0,0,0,0,29.7,31.6,27.8,9.4,28.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,8,0,0,0,0,30.1,32.3,29.1,14,28.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,9,0,0,0,0,30,31.4,29.4,16.9,34.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,10,0,0,0,0,29.5,30.3,27.9,12.6,41.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,11,0,0,0,0,29.8,30.9,28.4,12.2,25.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,12,0,0,0,0,29.7,30.8,28.5,11.9,29.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,13,0.8,0.4,0.8,0.8,29.3,31.3,27.8,10.4,30.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,14,2,2,2,2,28.8,30.3,26.1,9,30.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,15,0.6,0.6,0.6,0.6,29.3,30.7,28.3,9,29.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,16,0,0,0,0,28.6,30,27.6,11.5,34.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,17,0,0,0,0,29.5,30.5,27.8,8.6,21.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,18,5.8,4,5.8,5.8,28.5,30.8,25.4,9.7,33.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,19,0.2,0.2,0.2,0.2,28.4,30,27.1,9.4,32.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,20,2,1.4,1.4,1.4,27.9,29.6,26,9,37.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,21,0,0,0,0,29,30.3,26.8,7.6,21.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,22,3.6,3.4,3.4,3.4,29,31.1,25.6,8.6,45.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,23,10.6,6,6,6,27.8,29.6,24.9,10.4,37.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,24,0.2,0.2,0.2,0.2,28.5,31.3,24.7,13.7,38.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,25,0,0,0,0,29.3,31.4,27.4,10.1,32,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,26,7.4,4.6,4.8,5.2,28.5,31.1,26.6,10.8,31.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,27,1.8,0.6,0.8,1,28.2,29.7,26.6,10.8,26.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,28,3.6,2.2,2.6,3,28,29,26,9.4,27.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,29,0.6,0.4,0.4,0.4,28.7,31.1,27,8.3,30.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,30,0.2,0.2,0.2,0.2,28.3,29.7,26.9,10.1,30.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,5,31,6,4,5.2,6,27.9,30.1,24.7,9.4,52.6,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,1,16.4,5,8.4,13.6,28.1,30.1,24.5,9,42.1,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,2,5.8,1.4,2.6,4.6,27.7,29.7,24.1,9.7,58.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,3,0,0,0,0,29.1,31.8,26.8,9.7,24.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,4,0.6,0.6,0.6,0.6,29.6,31.2,26,9.7,36.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,5,0,0,0,0,—,31.7,28.3,9.7,24.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,6,0,0,0,0,30.2,31.6,29.2,11.5,24.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,7,0,0,0,0,30.3,32,29.3,10.8,29.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,8,1.4,1.2,1.4,1.4,29.2,30.3,25.2,10.4,45.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,9,0,0,0,0,29.7,30.8,28.9,10.1,24.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,10,0,0,0,0,30.1,30.9,29.2,16.9,33.5,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,11,0,0,0,0,30.1,31.5,29.4,14.4,39.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,12,0,0,0,0,30,31.1,29.1,13.7,28.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,13,0.8,0.6,0.6,0.6,28.9,30.1,26.3,9,33.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,14,0.2,0.2,0.2,0.2,29.4,30.2,28.8,9.4,25.9,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,15,11.6,8.2,9.4,10.2,27.8,29.6,24.1,11.5,49.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,16,0,0,0,0,29.5,31.1,27.2,12.6,27.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,17,1.8,1.6,1.6,1.6,29.7,30.9,26.9,10.1,32.4,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,18,9.8,9.4,9.6,9.8,28.8,30,24.2,10.1,40.3,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,19,4.4,3.6,4.2,4.4,28.3,29.7,24.2,16.6,45.7,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,20,7,6.2,6.2,6.4,27.9,29.7,24.2,9.7,37.8,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,21,0,0,0,0,28.4,30,26.9,10.8,34.2,,,,,,,S107,1.3134,103.9619
East Coast Parkway,2018,6,22,0,0,0,0,28.6,30.2,26.6,10.8,31.3,,,,,,,S107,1.3134,103.9619
